city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_67,0.740454067,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,missing,missing,1,77.28925294,1
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,10000+,Pvt Ltd,2,226,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,2,17,0
city_16,0.91,missing,Has relevent experience,no_enrollment,Masters,Arts,>20,1000-4999,NGO,>4,55,0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,2,24,0
city_104,0.924,missing,Has relevent experience,no_enrollment,Graduate,Other,5,50-99,Pvt Ltd,1,55,0
city_114,0.926,missing,No relevent experience,Full time course,Masters,STEM,8,Oct-49,Pvt Ltd,>4,9,1
city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,45,0
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,4,missing,missing,1,25.68012557,1
city_41,0.827,missing,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,160,0
city_21,0.85105056,Male,No relevent experience,Full time course,High School,missing,<1,missing,missing,never,33.18806858,1
city_134,0.698,missing,No relevent experience,Full time course,High School,missing,3,missing,Pvt Ltd,never,64,0
city_103,0.92,Male,Has relevent experience,Part time course,Masters,Business Degree,11,10000+,Public Sector,3,60,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,1,14,0
city_83,0.923,Male,Has relevent experience,Part time course,Masters,Humanities,2,10000+,Pvt Ltd,1,52,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,>4,37,0
city_99,0.60339444,Male,No relevent experience,Full time course,Graduate,STEM,4,missing,missing,1,93.38792467,1
city_57,0.842346215,missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,2,66.8696045,1
city_73,0.651516486,missing,No relevent experience,Full time course,Graduate,STEM,4,missing,missing,never,75.8058769,1
city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,missing,4,112,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,>4,42,0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,>4,52,0
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Arts,4,missing,missing,1,6,1
city_90,0.698,missing,Has relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,3,30,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,21,0
city_98,0.949,missing,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,92,0
city_100,0.887,missing,No relevent experience,no_enrollment,missing,missing,2,missing,missing,never,69,0
city_103,0.920499448,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,80.50607145,1
city_21,0.624,Male,No relevent experience,Full time course,High School,missing,2,missing,Pvt Ltd,never,26,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,NGO,2,50,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,55,0
city_10,0.895,missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,14,0
city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Public Sector,4,25,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,3,0
city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,8,100-500,NGO,1,34,0
city_103,0.92,Other,No relevent experience,no_enrollment,Primary School,missing,3,missing,missing,never,136,1
city_104,0.924,missing,No relevent experience,Full time course,Graduate,STEM,2,missing,missing,missing,34,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,missing,missing,>4,131,1
city_103,0.92,missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Early Stage Startup,2,8,0
city_73,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,missing,missing,2,3.615285107,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,56,0
city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,17,0
city_114,0.926,Male,Has relevent experience,no_enrollment,missing,missing,>20,missing,Pvt Ltd,4,4,0
city_136,0.897,missing,Has relevent experience,Full time course,Masters,STEM,8,10000+,Pvt Ltd,2,260,0
city_21,0.76005799,Male,No relevent experience,Full time course,Graduate,STEM,9,missing,missing,never,61.57352325,1
city_84,0.724470345,missing,Has relevent experience,no_enrollment,Graduate,STEM,10,missing,missing,1,46.56021895,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,never,29.59648881,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,missing,missing,1,122,1
city_103,0.894196372,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,missing,missing,1,25.82995348,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Early Stage Startup,1,65,0
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,10,missing,missing,1,44.83184813,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,6,0
city_89,0.806475374,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,missing,Pvt Ltd,1,135.1260529,1
city_114,0.926,Male,No relevent experience,no_enrollment,Masters,Humanities,2,100-500,Public Sector,2,30,1
city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,4,24,0
city_21,0.893555819,Male,No relevent experience,Full time course,Graduate,STEM,1,missing,missing,never,81.7957248,1
city_21,0.624,missing,Has relevent experience,missing,Masters,STEM,6,50-99,Pvt Ltd,never,21,0
city_103,0.92,missing,No relevent experience,Full time course,Masters,STEM,19,missing,Public Sector,4,36,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,52.33233306,1
city_21,0.579262487,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,missing,missing,2,161.2114148,1
city_141,0.763,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,288,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,4,88,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,Pvt Ltd,1,133.4907598,1
city_116,0.743,Male,Has relevent experience,no_enrollment,Phd,STEM,13,missing,missing,1,23,0
city_103,0.92,missing,No relevent experience,no_enrollment,Masters,Humanities,3,10000+,Other,missing,131,0
city_103,0.91012264,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,Pvt Ltd,1,24.64824762,1
city_44,0.725,missing,No relevent experience,Full time course,Graduate,Other,7,missing,missing,never,112,1
city_160,0.733479966,Male,No relevent experience,Full time course,Graduate,STEM,<1,missing,missing,1,25.31705071,1
city_160,0.92,Male,No relevent experience,Full time course,Masters,Arts,15,missing,Public Sector,>4,90,1
city_160,0.887614863,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,missing,missing,1,89.79503078,1
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,32,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,14,1000-4999,Pvt Ltd,>4,38,0
city_64,0.666,missing,No relevent experience,no_enrollment,Graduate,STEM,18,missing,missing,>4,18,1
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,9,missing,missing,never,68.03093781,1
city_57,0.866,Male,Has relevent experience,Full time course,Masters,STEM,13,100-500,missing,2,19,0
city_16,0.91,missing,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,missing,1,106,0
city_72,0.795,missing,Has relevent experience,Full time course,Primary School,missing,4,50-99,Pvt Ltd,1,30,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,9,missing,missing,never,76.5932272,1
city_57,0.881382788,Male,No relevent experience,no_enrollment,Graduate,STEM,2,missing,missing,never,25.10547655,1
city_98,0.657692491,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,missing,missing,1,10.94991352,1
city_103,0.918730765,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,missing,missing,1,35.80769503,1
city_114,0.926,Male,No relevent experience,Full time course,High School,missing,3,Oct-49,Public Sector,3,96,0
city_160,0.800205446,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,missing,missing,1,42.89984611,1
city_21,0.795194529,Male,No relevent experience,Full time course,High School,missing,4,missing,missing,never,26.24678514,1
city_103,0.827459151,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,never,19.91795471,1
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,missing,missing,never,55.54310619,1
city_103,0.753566847,missing,Has relevent experience,Full time course,Graduate,STEM,3,missing,missing,2,53.64652578,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Pvt Ltd,1,172,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,20,0
city_114,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,>20,missing,missing,>4,16,0
city_103,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,93.74404901,1
city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,missing,missing,1,44,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,Oct-49,missing,1,105,1
city_103,0.92,missing,No relevent experience,missing,High School,missing,2,missing,missing,never,46,0
city_103,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,missing,missing,1,64.00310257,1
city_28,0.939,Male,No relevent experience,no_enrollment,Phd,STEM,4,missing,Public Sector,1,13,0
city_21,0.624,missing,No relevent experience,Full time course,Graduate,STEM,<1,missing,missing,never,60.08619198,1
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,missing,missing,never,40.24541929,1
city_21,0.796719918,missing,No relevent experience,Full time course,Graduate,STEM,4,500-999,missing,1,16.68756332,1
city_176,0.764,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,1,62,0
city_21,0.586514722,Male,Has relevent experience,Full time course,Graduate,STEM,3,missing,missing,never,52.63718097,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,No Major,10,missing,missing,never,104,0
city_73,0.754,missing,Has relevent experience,Full time course,High School,missing,15,50-99,Pvt Ltd,>4,41,0
city_136,0.897,missing,Has relevent experience,no_enrollment,Masters,STEM,>20,missing,missing,missing,85,1
city_114,0.926,Male,Has relevent experience,Full time course,High School,missing,5,100-500,Pvt Ltd,1,116,0
city_21,0.624,missing,No relevent experience,no_enrollment,Graduate,No Major,<1,missing,missing,1,20,1
city_21,0.624,missing,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,missing,2,14,1
city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,3,5000-9999,Pvt Ltd,1,102,0
city_21,0.915462728,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,78.61181577,1
city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,28,0
city_103,0.823556434,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,>4,30,1
city_98,0.718918856,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,missing,missing,1,16.27536448,1
city_71,0.884,missing,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,5,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,missing,missing,1,25.37628409,1
city_103,0.913950605,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,70.92590734,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,3,27,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,missing,missing,1,51,0
city_103,0.92,missing,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,3,52,0
city_36,0.893,Male,Has relevent experience,Part time course,Graduate,Humanities,>20,1000-4999,Pvt Ltd,1,96,0
city_21,0.624,missing,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,2,13,1
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,No Major,1,<10,Pvt Ltd,1,156,0
city_73,0.551933376,Male,Has relevent experience,Full time course,Graduate,STEM,<1,missing,missing,1,20.07838012,1
city_74,0.846686491,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,missing,missing,1,88.36009095,1
city_103,0.879192502,Male,No relevent experience,Full time course,Graduate,STEM,<1,missing,missing,>4,139.8013927,1
city_11,0.55,Female,Has relevent experience,Full time course,Masters,STEM,15,missing,missing,2,55,0
city_73,0.849460511,missing,No relevent experience,no_enrollment,Graduate,STEM,2,missing,missing,never,29.87068662,1
city_100,0.887,missing,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Funded Startup,1,154,0
city_74,0.579,missing,Has relevent experience,no_enrollment,Graduate,STEM,7,Oct-49,Pvt Ltd,3,26,1
city_14,0.698,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,4,Oct-49,Funded Startup,4,4,0
city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,1,11,1
city_94,0.903592011,Male,No relevent experience,Full time course,Graduate,STEM,3,missing,missing,1,37.16333795,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,2,8.345542491,1
city_114,0.926,missing,No relevent experience,Full time course,Graduate,STEM,4,10000+,NGO,1,68,0
city_103,0.620910315,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,missing,Pvt Ltd,1,9.336080123,1
city_100,0.887,Male,Has relevent experience,Full time course,High School,missing,10,missing,missing,1,78,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,180,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,17,0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,missing,19,50-99,Pvt Ltd,>4,163,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,missing,missing,2,45,0
city_103,0.92,missing,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,1,35,1
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,57.49142991,1
city_21,0.842207967,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,45,1
city_21,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,2,missing,missing,1,26.28267429,1
city_21,0.593789665,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,12,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,Pvt Ltd,>4,160,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,1,67.52915858,1
city_114,0.926,Male,No relevent experience,no_enrollment,High School,missing,9,missing,missing,never,13,0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,missing,>20,Oct-49,Pvt Ltd,never,21,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,13,0
city_16,0.91,Other,No relevent experience,no_enrollment,Masters,Humanities,15,10000+,Pvt Ltd,3,51,0
city_173,0.878,Male,No relevent experience,Full time course,Graduate,STEM,14,missing,missing,2,8,1
city_70,0.641388752,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,missing,missing,1,8.295050608,1
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,missing,missing,1,24,0
city_90,0.715840073,Male,No relevent experience,Full time course,Graduate,STEM,10,missing,missing,never,103.2667596,1
city_21,0.73995139,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,never,22.67594218,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,14,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,missing,NGO,1,31,0
city_41,0.827,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,>4,118,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,57,1
city_100,0.887,Male,No relevent experience,Full time course,High School,missing,4,missing,missing,never,23,0
city_123,0.738,Male,No relevent experience,no_enrollment,Graduate,STEM,9,100-500,Public Sector,3,56,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,22,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,>4,40,0
city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,>4,272,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,16,50-99,Pvt Ltd,3,8,0
city_73,0.754,missing,Has relevent experience,no_enrollment,Graduate,STEM,11,missing,missing,2,154,1
city_27,0.848,Male,Has relevent experience,no_enrollment,High School,missing,10,Oct-49,Early Stage Startup,3,76,0
city_21,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,missing,>4,35.84308446,1
city_74,0.579,missing,No relevent experience,Full time course,Graduate,Other,6,missing,Pvt Ltd,never,39,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,1,27.14041846,1
city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,6,Oct-49,Pvt Ltd,never,62,0
city_21,0.776771263,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,missing,missing,1,24.53812281,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,4,11.01806393,1
city_103,0.92,missing,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,52,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,Pvt Ltd,1,99.03579255,1
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,46,0
city_134,0.698,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,3,42,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,No Major,19,10000+,Pvt Ltd,never,18,0
city_19,0.682,missing,No relevent experience,no_enrollment,Graduate,Other,missing,missing,missing,2,21,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,2,39,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,missing,Pvt Ltd,1,160.6580941,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,1,55,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,100-500,NGO,>4,89,0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,86,0
city_21,0.92,missing,Has relevent experience,no_enrollment,Graduate,STEM,<1,missing,missing,1,54.52356027,1
city_21,0.624,Male,Has relevent experience,Part time course,Masters,STEM,14,50-99,missing,1,112,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,missing,1,41,1
city_67,0.838584226,missing,No relevent experience,no_enrollment,Graduate,STEM,11,missing,missing,1,43.32767953,1
city_21,0.624,missing,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,34,1
city_21,0.741514113,missing,Has relevent experience,no_enrollment,Masters,STEM,7,missing,missing,1,26.32768302,1
city_160,0.92,Male,No relevent experience,no_enrollment,Primary School,missing,<1,1000-4999,Public Sector,2,85,0
city_1,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,4,9,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,never,66,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,4,40,0
city_83,0.889107743,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,>4,9.143226297,1
city_21,0.766317028,missing,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,17.8256425,1
city_59,0.879674669,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,missing,missing,1,43.89245633,1
city_21,0.624,missing,No relevent experience,no_enrollment,Masters,STEM,6,missing,missing,1,47,0
city_103,0.854303582,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,39.60190943,1
city_103,0.689476847,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,28.97255021,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Funded Startup,1,84,1
city_103,0.932738915,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,missing,missing,1,11.71609944,1
city_50,0.896,Male,No relevent experience,Full time course,Graduate,STEM,6,missing,missing,1,63,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,4,176,0
city_114,0.926,missing,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,18,0
city_114,0.926,Male,No relevent experience,missing,High School,missing,3,missing,missing,1,49,0
city_103,0.92,missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,>4,7,0
city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,missing,missing,1,75,0
city_21,0.690905378,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,missing,missing,1,55.97357238,1
city_103,0.763891127,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,187.1101359,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,missing,missing,1,39.50464865,1
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Other,6,missing,missing,2,56,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,2,29,0
city_103,0.92,Male,No relevent experience,Full time course,High School,missing,6,missing,missing,1,73,0
city_21,0.778304066,missing,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,missing,1,65.23514898,1
city_21,0.885498069,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,86.38064957,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,missing,missing,never,37.56521257,1
city_28,0.558585072,Male,No relevent experience,Full time course,Graduate,STEM,7,missing,missing,1,68.22069594,1
city_79,0.698,missing,No relevent experience,no_enrollment,Masters,STEM,3,missing,missing,never,22,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,missing,missing,2,324,0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,10,missing,missing,1,70,0
city_103,0.8949763,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,1,33.36771295,1
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,missing,missing,1,109,1
city_103,0.92,missing,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,80,0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,Oct-49,Pvt Ltd,1,38.01909965,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,2,70,0
city_50,0.896,missing,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,>4,5,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,missing,17.4316292,1
city_97,0.925,Male,No relevent experience,Full time course,Masters,STEM,14,missing,missing,2,96,0
city_57,0.866,Female,No relevent experience,Part time course,Graduate,STEM,<1,Oct-49,Pvt Ltd,2,83,0
city_21,0.738886305,missing,No relevent experience,no_enrollment,Graduate,STEM,10,missing,missing,never,158.5068353,1
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,missing,missing,1,40.82038616,1
city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,missing,missing,>4,52,0
city_21,0.743705147,Male,No relevent experience,Full time course,Graduate,STEM,<1,missing,missing,never,23.49010557,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,missing,1,10,0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,43,0
city_21,0.739885771,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Oct-49,Pvt Ltd,1,106.9833,1
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,missing,missing,1,70,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,22,0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,never,78,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,98,0
city_21,0.749604524,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,22.24329337,1
city_21,0.597452347,missing,No relevent experience,Full time course,Masters,STEM,3,Oct-49,Pvt Ltd,1,15.54246277,1
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,missing,12,50-99,Pvt Ltd,>4,94,0
city_91,0.892916164,Male,No relevent experience,Full time course,Graduate,STEM,2,missing,missing,1,65.04348092,1
city_16,0.91,missing,Has relevent experience,no_enrollment,High School,missing,>20,50-99,Pvt Ltd,>4,8,0
city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,109,0
city_71,0.704476749,missing,No relevent experience,no_enrollment,Graduate,STEM,3,missing,missing,>4,16.04828084,1
city_103,0.669007617,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Oct-49,Pvt Ltd,1,50.35073374,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,76.62373664,1
city_21,0.611247659,Male,Has relevent experience,Full time course,Graduate,STEM,9,Oct-49,Pvt Ltd,2,11.37863142,1
city_16,0.91,missing,No relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,196,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,missing,Public Sector,1,129,1
city_103,0.92,missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,NGO,2,242,0
city_61,0.913,Female,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,2,72,1
city_103,0.894104932,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,50.27520167,1
city_19,0.682,missing,Has relevent experience,missing,Graduate,STEM,>20,10000+,Pvt Ltd,1,86,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,missing,1,23,0
city_21,0.624,missing,No relevent experience,Full time course,Graduate,STEM,2,missing,missing,never,50,1
city_21,0.710998159,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,missing,missing,1,45.66518262,1
